fold,accuracy,f1_macro,precision,recall
1,0.8723404255319149,0.8714701191481377,0.8796296296296297,0.8680555555555557
2,1.0,1.0,1.0,1.0
3,0.9787234042553191,0.9790849673202615,0.9814814814814815,0.9791666666666666
4,0.9574468085106383,0.9555555555555554,0.9696969696969697,0.9523809523809524
5,0.8723404255319149,0.8671384343210969,0.8695767195767198,0.8690476190476191
6,0.8723404255319149,0.8714932126696833,0.878968253968254,0.8713624338624338
7,0.9148936170212766,0.9153021442495127,0.9185185185185185,0.914351851851852
8,0.8723404255319149,0.8622929873703867,0.8761784511784513,0.8606481481481483
9,0.9347826086956522,0.9349901904081471,0.9410052910052911,0.9398148148148149
10,0.8478260869565217,0.8238038277511962,0.8446969696969697,0.8194444444444443
