precision,recall,f1,support
0.3939393939393939,0.8125,0.5306122448979591,16
1.0,0.23076923076923078,0.375,13
0.8461538461538461,0.6111111111111112,0.7096774193548387,18
0.625,0.625,0.625,16
0.5,0.9230769230769231,0.6486486486486487,13
0.6,0.16666666666666666,0.2608695652173913,18
