Reading,Name,PlasticType,Color,MeasurementType,DateTime,nm940,nm1050,nm1200,nm1300,nm1450,nm1550,nm1650,nm1720,nm940_snv,nm1050_snv,nm1200_snv,nm1300_snv,nm1450_snv,nm1550_snv,nm1650_snv,nm1720_snv,nm940_norm,nm1050_norm,nm1200_norm,nm1300_norm,nm1450_norm,nm1550_norm,nm1650_norm,nm1720_norm,SourceFile
28,B02A,HDPE,transparent,regular,2023-05-22 16:21:08,95982.0,155297.0,260138.0,314170.0,167050.0,195439.0,76876.0,55905.0,-0.8206622658,-0.1164670503,1.128218621,1.769693389,0.02306605883,0.3601038734,-1.047491125,-1.296461501,0.1175893758,0.2059361285,-1.883654915,-0.6912654713,-0.6072598675,0.2215431875,1.211938164,1.425173399,measurement2.csv
29,B02A,HDPE,transparent,regular,2023-05-22 16:21:09,93814.0,151592.0,256307.0,315055.0,166916.0,195940.0,76410.0,55054.0,-0.8302285895,-0.1456620373,1.095024496,1.791083823,0.03590011169,0.3797828977,-1.03643504,-1.289465662,0.01244759375,0.08966380613,-1.929941889,-0.6013659352,-0.5431383918,0.3287177703,1.258253232,1.385363813,measurement2.csv
30,B02A,HDPE,transparent,regular,2023-05-22 16:21:11,99932.0,160446.0,268931.0,322746.0,170387.0,202225.0,78935.0,57381.0,-0.8095919509,-0.1116145099,1.139667552,1.760377735,0.00304645688,0.3702706656,-1.05177446,-1.300381489,0.2047248026,0.2297509652,-1.871540994,-0.7163969589,-0.6856378672,0.2581610967,1.185487167,1.395451788,measurement2.csv
31,B02A,HDPE,transparent,regular,2023-05-22 16:21:12,97735.0,156477.0,264767.0,321289.0,170510.0,201907.0,79168.0,57317.0,-0.824146874,-0.1414338253,1.117137487,1.774049185,0.02166093161,0.3865640944,-1.039936823,-1.293894176,0.08383902986,0.08529320092,-1.867850076,-0.6727721204,-0.6045391911,0.3029107379,1.252279132,1.420839287,measurement2.csv
32,B03A,HDPE,green,regular,2023-05-22 16:21:34,103370.0,164387.0,245655.0,285879.0,144413.0,167761.0,66806.0,49294.0,-0.6511779731,0.1422804487,1.199080669,1.722149183,-0.1174592716,0.1861555772,-1.126652246,-1.354376387,1.226030271,1.17166115,-1.577270186,-0.7566246634,-1.004715273,-0.3780400782,0.5152493843,0.8037093959,measurement2.csv
33,B03A,HDPE,green,regular,2023-05-22 16:21:35,105108.0,168777.0,250584.0,295458.0,147707.0,171259.0,68488.0,49698.0,-0.6554920547,0.1466803539,1.177375327,1.742747559,-0.1187827859,0.1779513322,-1.116871275,-1.353608456,1.204121934,1.230364338,-1.606330225,-0.6912524453,-1.010259287,-0.3873252497,0.5501396473,0.7105412882,measurement2.csv
34,B03A,HDPE,green,regular,2023-05-22 16:21:37,104806.0,169494.0,252820.0,292629.0,145578.0,168356.0,67239.0,49399.0,-0.6489776604,0.1664400416,1.21679707,1.718605184,-0.1350305521,0.1520951037,-1.122524482,-1.347404704,1.226572315,1.312495797,-1.504086109,-0.7027255161,-1.047819583,-0.4524005222,0.4572629372,0.7107006813,measurement2.csv
35,B03A,HDPE,green,regular,2023-05-22 16:21:38,103472.0,166727.0,247180.0,290839.0,144194.0,165913.0,67391.0,49889.0,-0.6533898949,0.1573455418,1.188506685,1.748081397,-0.1314585305,0.146912554,-1.115837848,-1.340159904,1.165520649,1.219397173,-1.553134427,-0.6757380517,-1.035205082,-0.4851084035,0.5269081382,0.8373600049,measurement2.csv
36,B04A,HDPE,yellow,regular,2023-05-22 16:22:02,115951.0,179040.0,269806.0,304013.0,146609.0,169639.0,68374.0,49396.0,-0.5609147373,0.1935770246,1.279062597,1.688149754,-0.1942706561,0.08114891423,-1.129895931,-1.356856965,1.600727537,1.316081369,-1.221956082,-0.6352663408,-1.115851329,-0.590481654,0.2689310633,0.3778154352,measurement2.csv
37,B04A,HDPE,yellow,regular,2023-05-22 16:22:03,116392.0,182832.0,273409.0,306234.0,146335.0,170892.0,66581.0,47717.0,-0.555840875,0.2231594358,1.285162915,1.670031747,-0.204763116,0.08316449736,-1.139868336,-1.361046268,1.626773858,1.477075393,-1.134727692,-0.5797654404,-1.108519908,-0.5345424769,0.1005404353,0.1531658307,measurement2.csv
38,B04A,HDPE,yellow,regular,2023-05-22 16:22:05,116720.0,178428.0,273903.0,307133.0,147139.0,170025.0,67544.0,49102.0,-0.553119326,0.1726393746,1.295537734,1.68636164,-0.1953560876,0.07381020556,-1.131486958,-1.348386582,1.674136004,1.303056566,-1.1729201,-0.5957115371,-1.126017396,-0.5972452494,0.181119497,0.3335822152,measurement2.csv
39,B04A,HDPE,yellow,regular,2023-05-22 16:22:06,116459.0,178981.0,271800.0,305171.0,145890.0,168687.0,67102.0,48464.0,-0.5486936701,0.1912813223,1.289834453,1.684794714,-0.2003650178,0.06944736672,-1.132855177,-1.353443992,1.668850522,1.345340411,-1.159781943,-0.5876784962,-1.118260085,-0.5978991902,0.1720134929,0.2774152879,measurement2.csv
40,B05A,HDPE,gray,regular,2023-05-22 16:22:24,39214.0,56361.0,104634.0,104922.0,56723.0,61223.0,24978.0,19364.0,-0.6349250699,-0.06828541531,1.52694384,1.536461086,-0.05632276557,0.09238420624,-1.105367837,-1.290888046,1.475740665,0.4731157132,-1.034218414,-1.107929163,-0.9032621666,-0.7188789064,0.5072978168,1.308134455,measurement2.csv
41,B05A,HDPE,gray,regular,2023-05-22 16:22:25,38866.0,56879.0,104668.0,103998.0,57441.0,61138.0,25334.0,19048.0,-0.6494125615,-0.05122440623,1.535785739,1.513535916,-0.03256112176,0.09021140974,-1.098792571,-1.307542404,1.428077726,0.571054861,-1.057761841,-1.201329895,-0.8290046522,-0.7472126713,0.6524858864,1.183690586,measurement2.csv
42,B05A,HDPE,gray,regular,2023-05-22 16:22:27,38077.0,55673.0,102727.0,103143.0,56559.0,60618.0,24919.0,19027.0,-0.656873661,-0.06461997322,1.519143668,1.533145573,-0.03479860658,0.1018209501,-1.099751248,-1.298066702,1.365054539,0.5033448132,-1.096675693,-1.162621775,-0.8434182547,-0.7071429516,0.6295218906,1.311937431,measurement2.csv
43,B05A,HDPE,gray,regular,2023-05-22 16:22:28,39241.0,56561.0,105044.0,105099.0,56916.0,61340.0,25397.0,19536.0,-0.6406301151,-0.06870822582,1.532243793,1.534059942,-0.05698580834,0.08909862805,-1.097771376,-1.291306837,1.413161698,0.4522100852,-1.031290442,-1.119851628,-0.9058970178,-0.7353008792,0.6009013928,1.326066791,measurement2.csv
44,B02A,HDPE,white,regular,2023-05-22 16:08:46,39294.0,57974.0,104602.0,102935.0,55480.0,59378.0,23851.0,18948.0,-0.6154186281,0.005526343767,1.555495409,1.500082386,-0.07737712303,0.05219694015,-1.128761947,-1.291743382,1.551232516,0.8062244615,-0.8976095262,-1.099217728,-0.9264442584,-0.812654492,0.2091810744,1.169287952,measurement2.csv
45,B02A,HDPE,white,regular,2023-05-22 16:08:48,38674.0,55984.0,103469.0,103699.0,56164.0,58399.0,23522.0,18468.0,-0.6171690328,-0.04352456945,1.530103816,1.537725897,-0.03755946237,0.03650728377,-1.11929849,-1.286785441,1.65536437,0.6716691012,-0.9526862961,-1.034096412,-0.8050744242,-0.9048189531,0.2228363271,1.146806287,measurement2.csv
46,B02A,HDPE,white,regular,2023-05-22 16:08:50,38903.0,56708.0,105407.0,104100.0,57166.0,60731.0,24477.0,19001.0,-0.6385362389,-0.05275864086,1.549419581,1.506419788,-0.03769061841,0.07959649964,-1.113146047,-1.293304324,1.521123757,0.6056356599,-0.9799159284,-1.173818401,-0.8378696027,-0.7694806353,0.3978370288,1.236488122,measurement2.csv
47,B02A,HDPE,white,regular,2023-05-22 16:08:51,39076.0,57238.0,105082.0,104333.0,55886.0,59447.0,24000.0,18721.0,-0.6201717697,-0.02411767709,1.54606248,1.521481238,-0.06848862374,0.0483789362,-1.114947207,-1.288197376,1.596372205,0.7429483941,-0.913975357,-1.063529866,-0.9243460365,-0.8493550955,0.2812981036,1.130587652,measurement2.csv
48,C01A,PVC,transparent,regular,2023-05-22 16:09:12,128385.0,196232.0,415334.0,462665.0,234876.0,258119.0,92213.0,65995.0,-0.763352714,-0.2621914857,1.356235673,1.705852636,0.02325775307,0.1949453801,-1.030542184,-1.224205059,0.5083161854,-0.695645725,-2.092726863,0.3063081538,-0.6040812487,0.5054189869,0.945221458,1.127189053,measurement2.csv
49,C01A,PVC,transparent,regular,2023-05-22 16:09:14,129812.0,197968.0,413779.0,461091.0,226784.0,254754.0,90279.0,64422.0,-0.7410984378,-0.2362433966,1.362343247,1.712799579,-0.02279332808,0.1843901261,-1.033933028,-1.225464761,1.086733104,-0.2109328209,-1.953658088,0.4879070335,-1.242886937,0.4284316691,0.6512839001,0.7531221396,measurement2.csv
50,C01A,PVC,transparent,regular,2023-05-22 16:09:16,127957.0,200847.0,415753.0,464876.0,235274.0,257532.0,92091.0,66323.0,-0.7705831236,-0.2337324168,1.349097025,1.710898606,0.01982992758,0.1837649397,-1.034744016,-1.224530942,0.3368948989,-0.1957553695,-2.229841793,0.350662441,-0.6743828516,0.3630614412,0.8423669833,1.20699425,measurement2.csv
51,C01A,PVC,transparent,regular,2023-05-22 16:09:17,129982.0,200517.0,416839.0,463603.0,229476.0,259632.0,92210.0,65677.0,-0.7539263693,-0.233897067,1.360967592,1.705741822,-0.02039272773,0.201936664,-1.032405802,-1.228024112,0.7545209872,-0.1908770224,-1.991440929,0.2912755678,-1.205940592,0.5824592839,0.855208972,0.9047937324,measurement2.csv
52,C02A,PVC,white,regular,2023-05-22 16:09:41,130168.0,206052.0,355843.0,438149.0,198686.0,217249.0,77409.0,51636.0,-0.6401575638,-0.02704253847,1.183214074,1.848216515,-0.08655713017,0.06342513505,-1.066431029,-1.274667463,1.536333296,1.40770017,-1.214179589,0.6901379258,-0.7863507673,-0.4327681538,-0.2997254817,-0.9011473999,measurement2.csv
53,C02A,PVC,white,regular,2023-05-22 16:09:43,128043.0,199700.0,348945.0,429821.0,191377.0,211749.0,75265.0,51875.0,-0.6310747444,-0.04036757302,1.189939191,1.856643535,-0.1089785362,0.05895881111,-1.06615217,-1.258968514,1.614837616,1.312520438,-1.207713511,0.7253172755,-0.9408745319,-0.4751591785,-0.3651910775,-0.6637370302,measurement2.csv
54,C02A,PVC,white,regular,2023-05-22 16:09:44,130287.0,203111.0,357915.0,434416.0,191958.0,214074.0,74639.0,51198.0,-0.621642605,-0.03304707219,1.218146804,1.836461465,-0.1231905136,0.05556070583,-1.071414167,-1.260874618,1.638231714,1.343203155,-1.002270163,0.7141453622,-0.9411634706,-0.4278937729,-0.5012716194,-0.8229812047,measurement2.csv
55,C02A,PVC,white,regular,2023-05-22 16:09:46,128528.0,205399.0,355009.0,432757.0,193784.0,214846.0,76202.0,51773.0,-0.6418045238,-0.01538723886,1.203775905,1.837339811,-0.1100371948,0.06159581184,-1.068206039,-1.267276531,1.502899498,1.483765884,-1.144918726,0.6633537657,-0.9230335931,-0.4431898644,-0.3550484757,-0.7838284888,measurement2.csv
56,C03A,PVC,white,regular,2023-05-22 16:10:07,140324.0,224801.0,466589.0,517958.0,247880.0,270880.0,93960.0,65005.0,-0.7333258978,-0.1855908887,1.382122837,1.715191006,-0.03595043888,0.1131777879,-1.033942468,-1.221681937,1.047955046,1.070146706,-0.9751685863,1.508808873,-1.038657873,-0.06795401097,-0.4176166742,-1.127513481,measurement2.csv
57,C03A,PVC,white,regular,2023-05-22 16:10:08,140826.0,224839.0,465112.0,519415.0,248593.0,269595.0,94785.0,64400.0,-0.7303121461,-0.1855073278,1.372607346,1.724749706,-0.03146814756,0.104724951,-1.028877352,-1.225917029,1.078089031,1.009208824,-1.002491589,1.494005806,-0.9148780161,-0.1891275882,-0.1797829447,-1.295023522,measurement2.csv
58,C03A,PVC,white,regular,2023-05-22 16:10:09,135659.0,217251.0,462863.0,515283.0,246597.0,266763.0,93784.0,64600.0,-0.7463766184,-0.2153989388,1.382974552,1.724109099,-0.02442346347,0.106811166,-1.018887285,-1.20880851,0.5837921322,0.5979765028,-0.9638028848,2.061536416,-0.9523515085,-0.1236348161,-0.1137628913,-1.089752951,measurement2.csv
59,C03A,PVC,white,regular,2023-05-22 16:10:11,139972.0,220148.0,463518.0,516219.0,248805.0,267190.0,93572.0,64826.0,-0.7284135803,-0.2060839232,1.379420076,1.722755928,-0.01938963832,0.1003847424,-1.030699752,-1.217973853,1.221920432,0.7044466622,-1.037745431,1.685431615,-0.8212438538,-0.2796267667,-0.3793072112,-1.093875447,measurement2.csv
60,C04A,PVC,transparent,regular,2023-05-22 16:10:26,96495.0,164783.0,332049.0,377711.0,234267.0,296535.0,100658.0,59045.0,-0.9909804601,-0.382407017,1.108245009,1.515178593,0.2368250168,0.7917490322,-0.9538803657,-1.324729808,-0.9996056973,-0.6654512707,-1.200032106,-0.6097076238,0.3592220262,1.642971235,1.381850799,0.0907526374,measurement2.csv
61,C04A,PVC,transparent,regular,2023-05-22 16:10:28,100068.0,169912.0,335327.0,386255.0,236261.0,301698.0,102267.0,58448.0,-0.9748072524,-0.3626004416,1.087319231,1.533720761,0.2189714856,0.7925494176,-0.955532257,-1.339620944,-0.910977476,-0.5955836295,-1.249593432,-0.5839490562,0.3181851982,1.68244382,1.405931839,-0.06645726421,measurement2.csv
62,C04A,PVC,transparent,regular,2023-05-22 16:10:29,99984.0,168582.0,339700.0,386866.0,237086.0,300881.0,103551.0,60596.0,-0.9813073903,-0.3811943996,1.115789984,1.528410313,0.2180962548,0.7761913631,-0.9501023546,-1.32588377,-0.9509738958,-0.6763930738,-1.219913304,-0.6133826155,0.2956385176,1.606571126,1.446629493,0.111823752,measurement2.csv
63,C04A,PVC,transparent,regular,2023-05-22 16:10:31,100426.0,171312.0,341496.0,386481.0,240131.0,307561.0,104259.0,61219.0,-0.9897425065,-0.3726063958,1.109021738,1.500662794,0.2265343372,0.8135823854,-0.9563722682,-1.331080084,-0.9574890885,-0.6292073382,-1.214482938,-0.6584868903,0.3047674111,1.657775493,1.387681013,0.1094423381,measurement2.csv
64,C05A,PVC,blue,regular,2023-05-22 16:10:52,104111.0,153241.0,299792.0,281431.0,139624.0,137066.0,48203.0,35377.0,-0.5051498602,0.03738410158,1.655721057,1.452963759,-0.112986038,-0.1412335828,-1.122532086,-1.264167351,1.907610245,1.24148592,0.2795276588,-0.2075342183,-0.5546821441,-0.9496142187,-0.9461483524,-0.7706448908,measurement2.csv
65,C05A,PVC,blue,regular,2023-05-22 16:10:54,104610.0,156324.0,306129.0,285104.0,142464.0,144509.0,50197.0,36324.0,-0.528605596,0.03389740269,1.663354836,1.434661919,-0.1168604494,-0.09461659603,-1.12046613,-1.271365386,1.88457111,1.30502207,0.2831291249,-0.2906403437,-0.6149725104,-0.8445450773,-0.9142615741,-0.8083027995,measurement2.csv
66,C05A,PVC,blue,regular,2023-05-22 16:10:55,104498.0,156981.0,304862.0,287879.0,141184.0,142204.0,50297.0,36506.0,-0.5266445382,0.04262351574,1.646646325,1.462436593,-0.1287220142,-0.1176583666,-1.114547246,-1.264134269,1.860787885,1.3306944,0.2570942703,-0.2182166523,-0.6572425252,-0.9235145549,-0.8862964544,-0.7633063689,measurement2.csv
67,C05A,PVC,blue,regular,2023-05-22 16:10:57,104157.0,155133.0,303800.0,285483.0,139779.0,139488.0,49375.0,35387.0,-0.5158629248,0.03870474597,1.656052359,1.456781799,-0.1283313498,-0.1314971374,-1.111836052,-1.26401144,1.866436216,1.284682114,0.3076890666,-0.1845642378,-0.6183821906,-0.9271638293,-0.887206846,-0.8414902923,measurement2.csv
68,C06A,PVC,gray,regular,2023-05-22 16:11:14,24233.0,35329.0,72686.0,69092.0,38418.0,40493.0,17339.0,14099.0,-0.7182710238,-0.1771338947,1.644717199,1.46944261,-0.02648748227,0.07470750177,-1.054482214,-1.212492695,0.668783892,-0.08281592506,-0.7062807941,-1.140487584,-0.75944119,-0.7542308472,0.7741043618,2.000368087,measurement2.csv
69,C06A,PVC,gray,regular,2023-05-22 16:11:16,24518.0,35917.0,75453.0,70700.0,39916.0,41462.0,17661.0,14477.0,-0.7295940471,-0.1928633248,1.668719783,1.444921105,-0.004567319947,0.06822728456,-1.05246119,-1.20238229,0.5778154024,-0.1434199785,-0.6251160434,-1.17235563,-0.6737178727,-0.7734814421,0.7420470665,2.068228498,measurement2.csv
70,C06A,PVC,gray,regular,2023-05-22 16:11:17,24964.0,36236.0,73013.0,70175.0,39783.0,40874.0,17714.0,14423.0,-0.7131790231,-0.165706208,1.620525847,1.482686257,0.006568993811,0.05955806773,-1.065306233,-1.225147702,0.7245679513,-0.0472899893,-0.8000144512,-1.145754189,-0.643847606,-0.8131844038,0.7586323925,1.966890296,measurement2.csv
71,C06A,PVC,gray,regular,2023-05-22 16:11:19,24617.0,35921.0,73467.0,71046.0,39204.0,41159.0,17451.0,14011.0,-0.7145555376,-0.1757971053,1.61367778,1.498290823,-0.01932648127,0.07385051229,-1.056093305,-1.220046685,0.747695905,-0.05453224383,-0.7716652768,-1.114082358,-0.7565987717,-0.780735989,0.7762694091,1.953649325,measurement2.csv
72,D01A,LDPE,white,regular,2023-05-22 16:12:01,129507.0,206459.0,444684.0,465818.0,239760.0,264602.0,96088.0,63580.0,-0.7761820979,-0.2297420614,1.461905689,1.61197929,0.006730020592,0.1831343166,-1.013492104,-1.244333053,0.1975317791,0.04609909988,-1.362131236,-0.1528970936,-0.9225440726,0.7942590037,2.044940984,-0.645258464,measurement2.csv
73,D01A,LDPE,white,regular,2023-05-22 16:12:03,127238.0,197631.0,436957.0,457791.0,231547.0,262123.0,94581.0,62343.0,-0.7686366138,-0.2607760691,1.465876193,1.616186119,-0.01608415044,0.2045108521,-1.004245294,-1.236831037,0.2981269295,-0.6343332188,-1.021728612,0.009719169952,-1.17190893,1.069694999,1.92838291,-0.4779532468,measurement2.csv
74,D01A,LDPE,white,regular,2023-05-22 16:12:04,128568.0,206248.0,440300.0,461245.0,235737.0,265100.0,95123.0,63097.0,-0.7772672606,-0.220064061,1.458804673,1.609044388,-0.008537733114,0.2020847894,-1.017170209,-1.246894587,0.1913298803,0.2650315466,-1.335111831,-0.2198346827,-1.161244167,1.061926033,1.796582457,-0.5986792362,measurement2.csv
75,D01A,LDPE,white,regular,2023-05-22 16:12:06,128816.0,206747.0,442430.0,463570.0,237533.0,262837.0,95083.0,63054.0,-0.7753443034,-0.219434577,1.461776649,1.612575838,0.0001729839327,0.1806754761,-1.015973871,-1.244448196,0.2308068103,0.3311479761,-1.357069232,-0.1089085244,-1.062612982,0.7903654765,1.918161782,-0.7418913059,measurement2.csv
76,D02A,LDPE,transparent,regular,2023-05-22 16:12:42,179770.0,204944.0,488180.0,557655.0,236854.0,268101.0,103699.0,62704.0,-0.5072482302,-0.3533405883,1.378294625,1.80304768,-0.1582506998,0.03278576977,-0.9723276068,-1.22296095,2.206874239,-0.7241774944,-0.2623677293,0.7227194616,-0.9488257318,-0.4236586761,0.3358396057,-0.9064036745,measurement2.csv
77,D02A,LDPE,transparent,regular,2023-05-22 16:12:44,179139.0,209937.0,487270.0,555820.0,233418.0,267355.0,104280.0,63040.0,-0.5123330458,-0.3231233736,1.380691355,1.801833086,-0.1788662039,0.02962813479,-0.9722345604,-1.225595392,2.194940519,-0.5629168828,-0.2882813359,0.6965773887,-1.073493631,-0.4586340028,0.3804003107,-0.8885923664,measurement2.csv
78,D02A,LDPE,transparent,regular,2023-05-22 16:12:45,177824.0,202810.0,479716.0,551277.0,229770.0,259622.0,99533.0,60975.0,-0.4936866674,-0.3392389684,1.372419342,1.814764327,-0.1725892459,0.01193699723,-0.9776322692,-1.215973515,2.225542175,-0.6124849004,-0.2170349825,0.7817879372,-0.9645853682,-0.4780926007,0.1729523833,-0.9080846433,measurement2.csv
79,D02A,LDPE,transparent,regular,2023-05-22 16:12:47,178134.0,203897.0,478276.0,547773.0,229360.0,260621.0,99938.0,60799.0,-0.4930668119,-0.3327087988,1.375123025,1.807696903,-0.1742180917,0.02036141561,-0.9797863395,-1.223401302,2.240933724,-0.5754335679,-0.2401163302,0.7270373158,-0.9769825889,-0.4512082872,0.2037976294,-0.9280278947,measurement2.csv
80,D03A,LDPE,red,regular,2023-05-22 16:13:11,106377.0,169061.0,298168.0,337488.0,178630.0,206607.0,79812.0,56666.0,-0.7760225431,-0.1071358828,1.270535454,1.690110201,-0.00502726737,0.2935089156,-1.059491596,-1.306477281,0.5197534015,0.4421095422,-1.841566143,-0.8478567818,-0.7840408461,0.1508443986,1.187761859,1.17299457,measurement2.csv
81,D03A,LDPE,red,regular,2023-05-22 16:13:12,106861.0,171405.0,298442.0,340140.0,178473.0,207964.0,81340.0,56878.0,-0.7796025089,-0.09337846983,1.257263623,1.70059174,-0.01823234459,0.2953124177,-1.050938709,-1.311015749,0.4725841014,0.4937776743,-1.828168234,-0.812935689,-0.8310209049,0.1379458149,1.275778968,1.092038269,measurement2.csv
82,D03A,LDPE,red,regular,2023-05-22 16:13:13,106665.0,167575.0,293821.0,332610.0,176842.0,206834.0,79827.0,56859.0,-0.7716407537,-0.1093252766,1.263432558,1.685211495,-0.008558940566,0.317564287,-1.063468414,-1.313214956,0.5635088613,0.3727459406,-1.81727574,-0.8888410425,-0.7892004334,0.1972782466,1.170393073,1.191391094,measurement2.csv
83,D03A,LDPE,red,regular,2023-05-22 16:13:15,106044.0,169312.0,296533.0,337364.0,180589.0,208509.0,80053.0,56733.0,-0.7845650296,-0.1078216187,1.252992276,1.689739292,0.01280232139,0.3114473873,-1.062576631,-1.312017997,0.4587527308,0.4312288282,-1.892232016,-0.8655609196,-0.6954832535,0.2223128876,1.188269911,1.152711832,measurement2.csv
84,D04A,LDPE,yellow,regular,2023-05-22 16:13:36,104357.0,169294.0,253475.0,293611.0,146378.0,166398.0,66709.0,47459.0,-0.6448085547,0.1666138759,1.218500345,1.72002106,-0.1197337598,0.1304268122,-1.115240383,-1.355779395,1.292387349,1.408522344,-1.493433507,-0.6532733906,-0.9996444233,-0.496109686,0.4678816197,0.473669695,measurement2.csv
85,D04A,LDPE,yellow,regular,2023-05-22 16:13:37,105423.0,168544.0,251344.0,295857.0,145665.0,164926.0,66378.0,46776.0,-0.6254793596,0.1611314736,1.192981048,1.74769989,-0.1239855121,0.1160441335,-1.112056251,-1.356335422,1.386783944,1.376007319,-1.499490444,-0.5708149144,-0.9938900753,-0.5260464268,0.4472910879,0.3801595092,measurement2.csv
86,D04A,LDPE,yellow,regular,2023-05-22 16:13:38,103475.0,166661.0,249002.0,292131.0,144355.0,167611.0,66895.0,47199.0,-0.6469589485,0.1515925215,1.192226944,1.737295888,-0.1303131078,0.1635987238,-1.109260926,-1.358181095,1.2769159,1.330179028,-1.55452207,-0.6398445483,-1.04238366,-0.3976782835,0.5432532749,0.4840803593,measurement2.csv
87,D04A,LDPE,yellow,regular,2023-05-22 16:13:39,105064.0,167059.0,247940.0,288727.0,143717.0,164987.0,66409.0,46899.0,-0.6239383001,0.1689296681,1.203334929,1.724969025,-0.1295964084,0.1424303951,-1.11830577,-1.367823539,1.379085408,1.32297744,-1.496186918,-0.6674812851,-1.00646985,-0.4639214522,0.4908379411,0.4411587176,measurement2.csv
88,E01A,PP,white,regular,2023-05-22 16:14:23,139258.0,217799.0,372350.0,442564.0,205734.0,240652.0,86032.0,55943.0,-0.646885408,-0.01795713886,1.219632056,1.781880684,-0.1145693486,0.1650415209,-1.073100201,-1.314042164,1.610733162,1.340530625,-1.380372971,0.141591394,-1.051262478,-0.04374238866,0.1301994409,-0.7476767844,measurement2.csv
89,E01A,PP,white,regular,2023-05-22 16:14:24,139358.0,214981.0,374936.0,442489.0,201459.0,234578.0,85049.0,56796.0,-0.6337054988,-0.02974746677,1.247722443,1.78722996,-0.1377400154,0.1267626631,-1.067440695,-1.29308139,1.706951858,1.273067438,-1.275829808,0.2053615263,-1.195781541,-0.2401604341,0.07622607811,-0.5498351181,measurement2.csv
90,E01A,PP,white,regular,2023-05-22 16:14:26,140317.0,215721.0,372500.0,445980.0,203094.0,235585.0,83986.0,56227.0,-0.6270343084,-0.02747376236,1.219124599,1.803386826,-0.1278749482,0.1304710507,-1.074939527,-1.295659929,1.730682885,1.268601431,-1.298165331,0.2747292473,-1.092747286,-0.1956299827,-0.05563663501,-0.631834328,measurement2.csv
91,E01A,PP,white,regular,2023-05-22 16:14:27,139446.0,213426.0,368813.0,441280.0,200263.0,233941.0,83947.0,56007.0,-0.6251539541,-0.02988705705,1.22040677,1.803499582,-0.1358007927,0.1351832375,-1.071716775,-1.29653101,1.739284048,1.229245,-1.309485835,0.2447689258,-1.141495321,-0.1868932612,0.01698967793,-0.5924132352,measurement2.csv
92,E02A,PP,white,regular,2023-05-22 16:14:45,123230.0,188857.0,353090.0,366670.0,174050.0,192989.0,69110.0,48797.0,-0.6024697235,-0.006736684318,1.48409825,1.607371517,-0.1411481173,0.03077179417,-1.093747278,-1.278139757,1.912738098,1.420209515,-0.4079053805,-0.1753342582,-1.095667971,-0.6441841639,-0.473758609,-0.5360972308,measurement2.csv
93,E02A,PP,white,regular,2023-05-22 16:14:47,124781.0,187417.0,352517.0,365409.0,174810.0,192526.0,68175.0,48454.0,-0.5869424922,-0.01678649543,1.486067376,1.603419236,-0.1315440893,0.02971914011,-1.102209277,-1.281723397,2.01363124,1.313586691,-0.3905281942,-0.1822159919,-1.006216191,-0.6258755882,-0.5600989559,-0.5622830094,measurement2.csv
94,E02A,PP,white,regular,2023-05-22 16:14:48,122674.0,185343.0,345487.0,360575.0,172171.0,188302.0,67747.0,47421.0,-0.5883576321,-0.008074280467,1.474778439,1.614485714,-0.1300403611,0.01932456804,-1.096953966,-1.285162481,1.982508265,1.351610101,-0.4260246445,-0.1584868391,-0.9932460494,-0.6758985974,-0.4727030102,-0.6077592247,measurement2.csv
95,E02A,PP,white,regular,2023-05-22 16:14:49,119932.0,185087.0,345136.0,360676.0,171190.0,188255.0,68183.0,47188.0,-0.6081604855,-0.005722261619,1.47412787,1.61781431,-0.134217143,0.02356980028,-1.086643728,-1.280768361,1.875338405,1.457409679,-0.4202204363,-0.1245251391,-1.061636867,-0.6777619865,-0.4003014091,-0.6483022463,measurement2.csv
96,E03A,PP,blue,regular,2023-05-22 16:15:06,104015.0,155588.0,240672.0,265044.0,124758.0,135071.0,54364.0,41796.0,-0.484447768,0.2067129922,1.346974798,1.673598614,-0.2064583618,-0.06824765228,-1.149850651,-1.318281971,1.820050206,1.319033638,-0.8900163738,-0.4599495542,-1.021491259,-0.8872644968,-0.1704477584,0.2900855982,measurement2.csv
97,E03A,PP,blue,regular,2023-05-22 16:15:07,107342.0,160745.0,244340.0,268260.0,126042.0,140874.0,55536.0,42019.0,-0.4737761886,0.2329033207,1.339112215,1.655644504,-0.2263199254,-0.03004873314,-1.159322668,-1.338192524,1.836959248,1.353940187,-0.8967262465,-0.498017696,-1.046014883,-0.764144825,-0.1692428883,0.1832471041,measurement2.csv
98,E03A,PP,blue,regular,2023-05-22 16:15:09,108418.0,160777.0,247352.0,271418.0,127807.0,138316.0,55702.0,42110.0,-0.4643702188,0.2191918298,1.349453759,1.663642423,-0.2112411568,-0.07404309018,-1.152593007,-1.330040539,1.871357093,1.319264202,-0.8560308254,-0.4585825326,-0.9982524659,-0.8707109323,-0.1764493589,0.1694048199,measurement2.csv
99,E03A,PP,blue,regular,2023-05-22 16:15:10,106757.0,158147.0,241656.0,264194.0,124202.0,134575.0,53581.0,41006.0,-0.4514221792,0.2357855224,1.352501381,1.65388856,-0.2181406389,-0.07942872048,-1.162512989,-1.330670935,1.881820062,1.334326316,-0.8240123608,-0.4565230053,-0.9859560106,-0.8572794785,-0.245703343,0.1533278205,measurement2.csv
