Reading,Name,PlasticType,Color,MeasurementType,DateTime,nm940,nm1050,nm1200,nm1300,nm1450,nm1550,nm1650,nm1720,nm940_snv,nm1050_snv,nm1200_snv,nm1300_snv,nm1450_snv,nm1550_snv,nm1650_snv,nm1720_snv,nm940_norm,nm1050_norm,nm1200_norm,nm1300_norm,nm1450_norm,nm1550_norm,nm1650_norm,nm1720_norm,SourceFile
10,A03A,PET,transparent,regular,2023-05-08 10:28:54.585807,148818.0,227800.0,539105.0,537572.0,273369.0,297080.0,102824.0,68687.0,-0.7414209468784454,-0.2751462929622177,1.562660183670322,1.5536100324402495,-0.0061271531036603,0.1338520613883463,-1.0129490980043092,-1.214478786550285,0.5767980030839727,0.4471597968211849,1.3192635180659844,0.7512381923852017,-0.6518337683079197,0.3403483674848807,-0.7793839555976144,-2.0035901539356904,measurement1.csv
11,A03A,PET,transparent,regular,2023-05-08 10:29:04.125324,148655.0,226465.0,538346.0,536696.0,269364.0,293572.0,100223.0,67475.0,-0.7308277859136341,-0.2720280003488057,1.566950741737613,1.5572216626194797,-0.0190778396889217,0.1236624920030634,-1.0164027918829923,-1.2094984785258018,0.6903368008635589,0.4655049020849199,1.30627494966415,0.8237571164908157,-0.659102058980055,0.2320406765376111,-1.0127842270133216,-1.846028159647702,measurement1.csv
12,A03A,PET,transparent,regular,2023-05-08 10:29:13.266727,149485.0,227090.0,541864.0,534653.0,271056.0,295497.0,100650.0,67799.0,-0.7307813518146856,-0.2735228426013209,1.5811655148386334,1.5386773876569109,-0.0144695906707134,0.1295398832508617,-1.0185233696928464,-1.2120856309668395,0.7354770717231046,0.4387012226906323,1.3839143772203897,0.6384048162507557,-0.6163459433673094,0.2943723388677559,-1.0214171224285142,-1.853106760956835,measurement1.csv
13,A04A,PET,transparent,regular,2023-05-08 10:29:28.306535,127968.0,199312.0,365689.0,425281.0,193949.0,223017.0,63589.0,40909.0,-0.6094696631803515,-0.0447408140488808,1.2722289624137044,1.743933963218854,-0.0871920477600839,0.1428979133656391,-1.1190665259611732,-1.298591788047708,1.234061757604153,1.3340328068965166,-0.2394116256428772,0.6595878969583457,-0.3846364548598276,0.1995425729007877,-1.1913374720426355,-1.611839481814461,measurement1.csv
14,A04A,PET,transparent,regular,2023-05-08 10:29:36.448956,127286.0,201055.0,368942.0,425835.0,191756.0,219442.0,63793.0,41101.0,-0.6114890348628965,-0.0303025462179328,1.2923893164769251,1.7406188288530984,-0.1035643927647142,0.1145587907490172,-1.1117164166023084,-1.2904945456311891,1.199285658299644,1.4088560820933491,-0.1784957086784736,0.674869750896734,-0.448353561593283,0.0980428357123312,-1.1696507388259392,-1.584554317904361,measurement1.csv
15,A04A,PET,transparent,regular,2023-05-08 10:29:44.525999,125820.0,202980.0,365987.0,426783.0,192090.0,223495.0,64752.0,41558.0,-0.628738935589078,-0.0193733784645051,1.26796269424422,1.7480947368951472,-0.1053763711691007,0.1426423603173845,-1.111019078700579,-1.294192027533489,1.1022615397781723,1.4822702531156653,-0.2607518565369617,0.6749387994664993,-0.4732541304914217,0.1955089011172074,-1.1365237349613535,-1.584449771487808,measurement1.csv
16,A05A,PET,green,regular,2023-05-08 10:30:04.996944,2257.0,2296.0,2358.0,2331.0,2364.0,2296.0,2127.0,2366.0,-0.5676305987003191,-0.0452095167106448,0.78530604952935,0.4236299158441909,0.8656785236816076,-0.0452095167106448,-2.3090342053325665,0.8924693483990268,0.2935427611277275,-0.3023038272745273,-0.946473807137679,-0.9608116410781314,-0.5057235587390003,-0.5772759643160302,0.8222745628006983,2.176771474616942,measurement1.csv
17,A05A,PET,green,regular,2023-05-08 10:30:11.869192,2222.0,2292.0,2307.0,2099.0,2228.0,2235.0,2287.0,2420.0,-0.4587447874264622,0.3593987825060818,0.5347152617773413,-1.8963399174507896,-0.3886181957179584,-0.306803838724704,0.3009599560823287,1.8554327389541625,0.2426387966735094,-0.2990861349340233,-0.9194570416717328,-0.97023375411281,-0.542815483956805,-0.5806796799163942,0.934084896425535,2.1355484014927213,measurement1.csv
18,A05A,PET,green,regular,2023-05-08 10:30:17.656723,2185.0,2224.0,2293.0,2455.0,2524.0,2280.0,2394.0,2311.0,-1.3693762469771775,-1.009135615394649,-0.3717868056717127,1.1245973562864848,1.7619461660094209,-0.4918670161992223,0.5611440607343241,-0.2055218987874685,0.2132937232761261,-0.3591666004672408,-0.977115875351552,-0.9503314791034224,-0.4603131537585583,-0.6022178986058516,1.0799279206779169,2.055923363332582,measurement1.csv
19,B01A,HDPE,white,regular,2023-05-08 10:31:27.027250,128480.0,197823.0,362845.0,400643.0,185479.0,214334.0,81522.0,56720.0,-0.6491760502985231,-0.0489711876024769,1.3793922643945082,1.7065564107421591,-0.1558158413544056,0.093941326825431,-1.0556254387368793,-1.2703014839698137,1.5184292214322774,1.5352102665051408,-0.911805108160947,-0.0762946776430139,-1.4797517543835264,-0.5559222903952754,0.0088566407226856,-0.0387222980773355,measurement1.csv
20,B01A,HDPE,white,regular,2023-05-08 10:31:35.231502,133262.0,206133.0,376441.0,409561.0,194978.0,217859.0,85002.0,56078.0,-0.6448578147203989,-0.0318107897930133,1.4009513888697356,1.6795823595658288,-0.1256552486732947,0.0668373612451022,-1.050858136151361,-1.2941891203425988,1.5588050909836575,1.6299753890090007,-0.8144578594898325,-0.1484601394976687,-1.251594957524754,-0.665575817819706,0.1378856565114297,-0.4465773621721223,measurement1.csv
21,B01A,HDPE,white,regular,2023-05-08 10:31:43.954515,2526.0,199066.0,362534.0,390418.0,185471.0,213579.0,82049.0,55106.0,-1.4125021626360508,0.0977620192914951,1.3538924013579043,1.5681602676897843,-0.0067054761461001,0.2092836641084,-0.8014268673301372,-1.0084638463352955,-2.5653686123194706,0.9176879540655106,0.1814406973494085,0.3487081550226364,0.0185697556784832,0.2770626604006499,0.4715580308044106,0.3503413589983706,measurement1.csv
22,B02A,HDPE,transparent,regular,2023-05-08 10:32:12.375667,109706.0,166193.0,288467.0,332397.0,175563.0,211348.0,86104.0,63455.0,-0.7793961116172147,-0.1454589368278074,1.2267866083454182,1.7198002236639631,-0.0403021515891375,0.3613024972652704,-1.0442744942429445,-1.2984576349975478,0.4099019535174814,0.2919093129611174,-1.6333348300232724,-0.8386576200691382,-0.9143652888956448,0.0677301449960404,1.072691203406856,1.5441251241065566,measurement1.csv
23,B02A,HDPE,transparent,regular,2023-05-08 10:32:21.775446,111346.0,169730.0,296853.0,345075.0,183774.0,218056.0,87885.0,64066.0,-0.7890815084545248,-0.1601613946747679,1.2092242524892505,1.7286779680052726,-0.0088775827070557,0.360412622496384,-1.041806480867975,-1.2983878762865837,0.3514620920844603,0.2785910993357282,-1.7236022570916514,-0.806952444058425,-0.8289017893642132,0.1232660312824901,1.1047809775103243,1.5013562903012818,measurement1.csv
24,B02A,HDPE,transparent,regular,2023-05-08 10:32:36.217692,109260.0,166366.0,293608.0,335117.0,176992.0,207296.0,87097.0,62375.0,-0.7799035809892606,-0.1482053389284842,1.259327104532751,1.7184936076970552,-0.0306620769220784,0.3045563506934043,-1.0250674541163047,-1.2985386119670823,0.3984827498238539,0.3171659251213376,-1.605293475796139,-0.8227741225906889,-0.9033770921867064,-0.0816334956832805,1.234970104696749,1.4624594066148766,measurement1.csv
25,B03A,HDPE,green,regular,2023-05-08 10:33:14.119849,113138.0,174639.0,265516.0,308398.0,152768.0,179615.0,72147.0,51156.0,-0.6193132829469895,0.1197772946949672,1.2118950557780082,1.7272311015405548,-0.1430582693382556,0.1795765616068284,-1.1119241651785214,-1.364184296156592,1.3615894862353692,1.3941208441601751,-1.4348106186334104,-0.6453319906261976,-1.10487996219582,-0.3981880487771579,0.3604846049715831,0.467015684865451,measurement1.csv
