fold,accuracy,f1_macro,precision,recall
1,0.574468085106383,0.5343915343915344,0.5386363636363637,0.5532407407407407
2,0.6382978723404256,0.6314100358992,0.6277116402116403,0.638888888888889
3,0.5957446808510638,0.5957528310469488,0.5912698412698413,0.6084656084656085
4,0.7446808510638298,0.7489035087719298,0.7597222222222223,0.7457010582010581
5,0.6170212765957447,0.605588773971127,0.6579415954415955,0.6051587301587301
6,0.723404255319149,0.7175925925925926,0.7388888888888889,0.7189153439153438
7,0.6595744680851063,0.6277597402597402,0.666056166056166,0.642526455026455
8,0.5319148936170213,0.516892610313663,0.5248316498316498,0.5203703703703704
9,0.5869565217391305,0.587222978783081,0.6092592592592593,0.5879629629629629
10,0.5869565217391305,0.577531945179004,0.5993386243386243,0.5717592592592592
