fold,accuracy,f1_macro,precision,recall
1,0.7021276595744681,0.6607297358071351,0.7284900284900285,0.6666666666666666
2,0.7446808510638298,0.744052924199983,0.7463624338624338,0.7569444444444443
3,0.6170212765957447,0.6067307692307692,0.619047619047619,0.6345899470899471
4,0.851063829787234,0.8509259259259259,0.8610269360269359,0.849867724867725
5,0.8297872340425532,0.815079365079365,0.8665223665223665,0.818452380952381
6,0.6382978723404256,0.6369047619047619,0.6531746031746032,0.63260582010582
7,0.7659574468085106,0.7533110680169504,0.7580567580567581,0.7625661375661376
8,0.6170212765957447,0.5986776023540729,0.6097222222222222,0.611111111111111
9,0.5869565217391305,0.5880302188351724,0.6082431457431456,0.5972222222222222
10,0.717391304347826,0.6898563310328015,0.7295482295482296,0.6898148148148149
