fold,accuracy,f1_macro,precision,recall
1,0.7446808510638298,0.7023823670882495,0.8163688163688163,0.7106481481481483
2,0.7872340425531915,0.7886548636548637,0.798015873015873,0.8055555555555555
3,0.6808510638297872,0.6806947925368978,0.6966750841750842,0.6924603174603176
4,0.8297872340425532,0.8246707268766093,0.8503787878787877,0.822089947089947
5,0.7872340425531915,0.765032679738562,0.8063973063973063,0.7731481481481483
6,0.723404255319149,0.719285235461706,0.7208994708994708,0.7218915343915344
7,0.7446808510638298,0.73577383945031,0.7414021164021164,0.7377645502645502
8,0.6808510638297872,0.6639395577476074,0.673611111111111,0.6652777777777777
9,0.6086956521739131,0.6048563364739835,0.6069444444444444,0.6087962962962963
10,0.717391304347826,0.6968810601163543,0.7175925925925926,0.6967592592592592
