fold,accuracy,f1_macro,precision,recall
1,0.6170212765957447,0.6106481481481482,0.6425925925925926,0.6180555555555556
2,0.3829787234042553,0.32730508870214753,0.4799242424242425,0.3958333333333333
3,0.574468085106383,0.5163995726495726,0.6207729468599034,0.5343915343915344
4,0.5531914893617021,0.4737135851266286,0.5468253968253969,0.5763888888888888
5,0.425531914893617,0.35141700404858295,0.3385942760942761,0.4239417989417989
6,0.5319148936170213,0.5448051948051948,0.7385836385836385,0.5291005291005291
7,0.5319148936170213,0.4641941391941393,0.7660130718954248,0.5145502645502645
8,0.5106382978723404,0.4967532467532467,0.6088675213675213,0.5319444444444444
9,0.6521739130434783,0.6346458838718899,0.6828703703703703,0.6388888888888888
10,0.6086956521739131,0.5930197225088866,0.6425925925925926,0.6087962962962963
