fold,accuracy,f1_macro,precision,recall
1,0.2765957446808511,0.20666666666666667,0.18898809523809523,0.2546296296296296
2,0.2765957446808511,0.24506756859698034,0.26845238095238094,0.30787037037037035
3,0.2765957446808511,0.23848373848373847,0.31547619047619047,0.2751322751322752
4,0.2127659574468085,0.17968987534204928,0.2027777777777778,0.20734126984126985
5,0.2127659574468085,0.20021566597653553,0.22008547008547008,0.21792328042328044
6,0.3829787234042553,0.33295676058833956,0.4440836940836941,0.3693783068783068
7,0.3829787234042553,0.3119047619047619,0.2878510378510378,0.3703703703703704
8,0.2978723404255319,0.2919126625008978,0.2988425925925926,0.3069444444444444
9,0.3695652173913043,0.34136752136752135,0.3453703703703704,0.3726851851851851
10,0.34782608695652173,0.2537593984962406,0.23712121212121215,0.3194444444444444
