fold,accuracy,f1_macro,precision,recall
1,0.3191489361702128,0.28375420875420876,0.3183862433862434,0.3101851851851852
2,0.3617021276595745,0.33447855750487326,0.3604497354497354,0.34953703703703703
3,0.2765957446808511,0.2529159068712821,0.37554112554112556,0.27843915343915343
4,0.3191489361702128,0.28919934840987477,0.5650252525252525,0.29927248677248675
5,0.3191489361702128,0.2400793650793651,0.2115079365079365,0.31150793650793646
6,0.44680851063829785,0.4181533789376927,0.4727513227513227,0.43915343915343913
7,0.40425531914893614,0.3920093795093795,0.4361111111111111,0.4193121693121693
8,0.425531914893617,0.3768414918414919,0.4276785714285714,0.3893518518518519
9,0.32608695652173914,0.29519739519739513,0.42857142857142855,0.3333333333333333
10,0.32608695652173914,0.29242066413119044,0.29556878306878304,0.34259259259259256
