precision,recall,f1,support
0.625,0.6707317073170732,0.6470588235294118,82
0.3684210526315789,0.328125,0.3471074380165289,64
0.6235294117647059,0.6091954022988506,0.6162790697674418,87
0.6551724137931034,0.7037037037037037,0.6785714285714286,81
0.5454545454545454,0.5714285714285714,0.5581395348837208,63
0.5764705882352941,0.5384615384615384,0.5568181818181818,91
