fold,accuracy,f1_macro,precision,recall
1,0.5319148936170213,0.45928260192966075,0.47356578606578603,0.49074074074074076
2,0.6382978723404256,0.6433254109724698,0.6678872053872054,0.6342592592592592
3,0.5319148936170213,0.5147572456782983,0.525,0.5529100529100529
4,0.6595744680851063,0.6609432234432234,0.6597222222222222,0.6646825396825397
5,0.6595744680851063,0.6388110799875506,0.6583333333333333,0.6428571428571428
6,0.5531914893617021,0.5523809523809524,0.5634920634920634,0.5515873015873015
7,0.6382978723404256,0.6190476190476191,0.6601010101010102,0.6200396825396824
8,0.5531914893617021,0.516656223893066,0.5083333333333333,0.5407407407407406
9,0.5,0.4936507936507936,0.5132515632515633,0.5046296296296297
10,0.5217391304347826,0.504889675168313,0.5236111111111111,0.4953703703703704
