fold,accuracy,f1_macro,precision,recall
1,0.48936170212765956,0.39396264396264397,0.46468253968253975,0.4537037037037037
2,0.46808510638297873,0.4622919478182636,0.5446581196581196,0.47222222222222215
3,0.3829787234042553,0.27737905369484317,0.24836932073774176,0.36772486772486773
4,0.48936170212765956,0.39577885882233704,0.40700280112044823,0.4758597883597883
5,0.46808510638297873,0.43071847507331373,0.6710662525879917,0.4679232804232804
6,0.3191489361702128,0.28814814814814815,0.43790849673202614,0.3287037037037037
7,0.5319148936170213,0.4917378917378917,0.5956349206349206,0.566468253968254
8,0.40425531914893614,0.28427182838947546,0.39080459770114945,0.34490740740740744
9,0.45652173913043476,0.38653318903318895,0.5107570806100218,0.47685185185185186
10,0.43478260869565216,0.3786140979689367,0.7468599033816424,0.4467592592592593
