fold,accuracy,f1_macro,precision,recall
1,0.8723404255319149,0.870058036505405,0.898526936026936,0.8587962962962963
2,0.9574468085106383,0.9587997142176709,0.9595238095238096,0.9629629629629631
3,0.8085106382978723,0.7963589214363208,0.8115740740740741,0.8217592592592592
4,0.9148936170212766,0.9190058479532164,0.937878787878788,0.9130291005291005
5,0.851063829787234,0.8340385276917784,0.8907407407407408,0.8363095238095238
6,0.8085106382978723,0.8078269769446239,0.8118386243386243,0.8082010582010581
7,0.8723404255319149,0.8671879046879046,0.8784932659932659,0.8627645502645502
8,0.851063829787234,0.8470758000169765,0.8523148148148149,0.8532407407407407
9,0.9130434782608695,0.9119439384145266,0.9273689273689274,0.9120370370370371
10,0.8913043478260869,0.886476812947401,0.8935185185185185,0.8935185185185185
