fold,accuracy,f1_macro,precision,recall
1,0.7659574468085106,0.7429079234032795,0.7816498316498316,0.7384259259259259
2,0.8723404255319149,0.8726836888601595,0.8713624338624338,0.8888888888888888
3,0.7872340425531915,0.7813336445689386,0.7873015873015873,0.8072089947089948
4,0.9148936170212766,0.9087364876838562,0.9314814814814815,0.9100529100529101
5,0.8085106382978723,0.7975330225330225,0.8196969696969697,0.7976190476190478
6,0.7659574468085106,0.7668845315904139,0.7800925925925926,0.763558201058201
7,0.8723404255319149,0.8561853351327037,0.8712962962962963,0.8558201058201057
8,0.7446808510638298,0.7207741576162628,0.7523148148148149,0.7305555555555556
9,0.782608695652174,0.7821512336992212,0.7891534391534393,0.7800925925925926
10,0.8260869565217391,0.8168845315904139,0.8201719576719576,0.8194444444444443
