precision,recall,f1,support
0.5,0.25,0.3333333333333333,16
0.0,0.0,0.0,13
0.5333333333333333,0.8888888888888888,0.6666666666666666,18
0.4444444444444444,0.75,0.5581395348837209,16
0.0,0.0,0.0,13
0.5,0.6666666666666666,0.5714285714285714,18
