precision,recall,f1,support
0.0,0.0,0.0,16
0.0,0.0,0.0,13
0.0,0.0,0.0,18
0.0,0.0,0.0,16
0.0,0.0,0.0,13
0.20224719101123595,1.0,0.3364485981308411,18
